Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.kernel.modules.state.TagAttributesTableModel,65,12,23,11,1,11,0.878787879,0.805555556,0,19,3
net.sourceforge.atunes.kernel.modules.state.TestLastFmLoginBackgroundWorker,45,7,14,9,1,7,0.833333333,0.714285714,0,9,6
net.sourceforge.atunes.kernel.modules.state.ValidateAndProcessPreferencesBackgroundWorker,66,6,31,9,2,25,0.7,0.583333333,0,15,2
net.sourceforge.atunes.kernel.modules.statistics.AudioObjectStats,23,4,5,2,2,1,0.666666667,0.5,0,4,3
net.sourceforge.atunes.kernel.modules.statistics.RightAlignmentTableCellRendererCode,10,1,2,5,2,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.statistics.Statistics,58,11,15,8,1,4,0.9,0.818181818,0,13,7
net.sourceforge.atunes.kernel.modules.statistics.StatisticsAlbum,63,8,13,5,1,6,0.666666667,0.583333333,0,25,3
net.sourceforge.atunes.kernel.modules.statistics.StatisticsHandler,218,30,81,23,3,51,0.82183908,0.794444444,0,48,6
net.sourceforge.atunes.kernel.modules.statistics.StatisticsInitializationTask,16,2,5,4,2,3,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.statistics.StatisticsObjectDataStore,38,7,11,4,1,6,0.75,0.642857143,0,7,2
net.sourceforge.atunes.kernel.modules.statistics.StatsDialog,142,14,43,13,2,29,0.905982906,0.841269841,0,14,9
net.sourceforge.atunes.kernel.modules.statistics.StatsDialogController,300,24,111,30,2,87,0.87826087,0.841666667,0,47,5
net.sourceforge.atunes.kernel.modules.statistics.StatsDialogDefaultTableModel,10,2,3,3,1,1,2,1,0,2,1
net.sourceforge.atunes.kernel.modules.statistics.StoreStatistics,20,3,6,3,1,3,0.5,0.333333333,0,3,3
net.sourceforge.atunes.kernel.modules.statistics.SwingOrientationTableCellRendererCode,15,2,4,6,2,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.AbstractTag,137,28,36,4,2,8,0.962962963,0.928571429,1,35,15
net.sourceforge.atunes.kernel.modules.tags.AbstractTagAttributeReviewed,18,6,6,3,0,0,0.9,0.75,7,6,2
net.sourceforge.atunes.kernel.modules.tags.AlbumArtistTagAttributeReviewed,14,3,6,4,1,3,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.tags.AlbumArtistTagChecker,10,2,4,3,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.AlbumTagAttributeReviewed,14,3,7,4,1,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.tags.AlbumTagChecker,10,2,4,3,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.ArtistTagAttributeReviewed,29,4,15,12,1,11,0.666666667,0.5,0,5,1
net.sourceforge.atunes.kernel.modules.tags.ArtistTagChecker,10,2,4,3,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.CommentTagChecker,6,1,3,2,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.ComposerTagAttributeReviewed,14,3,6,4,1,3,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.tags.ComposerTagChecker,6,1,3,2,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.DefaultTag,5,1,1,0,3,0,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.tags.DiscNumberTagAttributeReviewed,18,3,8,4,1,5,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.tags.DiscNumberTagChecker,6,1,2,2,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.EditTagDialogActionListener,98,7,39,15,1,32,0.5,0.428571429,0,22,4
net.sourceforge.atunes.kernel.modules.tags.EditTagDialogActionListener.ImagesFileFiler,15,2,7,3,1,5,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.tags.EditTagDialogController,315,30,128,34,2,98,0.943573668,0.912121212,0,61,11
net.sourceforge.atunes.kernel.modules.tags.EditTitlesDialogActionListener,32,2,17,8,1,15,0,0,0,8,3
net.sourceforge.atunes.kernel.modules.tags.EditTitlesDialogController,61,8,30,14,2,23,0.8,0.7,0,7,5
net.sourceforge.atunes.kernel.modules.tags.EditTitlesTableModel,68,10,28,12,1,18,0.777777778,0.7,0,18,5
net.sourceforge.atunes.kernel.modules.tags.FillTagsFromFolderNameActionListener,32,2,21,10,1,19,0,0,0,5,4
net.sourceforge.atunes.kernel.modules.tags.Genres,22,4,8,4,0,4,0,0,0,7,1
net.sourceforge.atunes.kernel.modules.tags.GenreTagAttributeReviewed,25,4,13,9,1,9,0.666666667,0.5,0,4,1
net.sourceforge.atunes.kernel.modules.tags.GenreTagChecker,10,2,4,3,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.GetInsidePictureBackgroundWorker,39,7,17,6,1,10,0.777777778,0.666666667,0,8,3
net.sourceforge.atunes.kernel.modules.tags.IJAudiotaggerTagModification,3,1,1,0,0,0,0,0,6,1,0
net.sourceforge.atunes.kernel.modules.tags.ITagChecker,3,1,1,0,0,0,0,0,11,1,0
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerAlbumTagModification,11,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerFileReader,31,2,6,3,0,4,0,0,0,11,0
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerGenreTagModification,10,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerLyricsTagModification,11,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerRatingTagModification,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerTagAdapter,314,29,87,29,1,58,0.93452381,0.902298851,0,70,6
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerTagCreator,191,14,58,16,0,45,0.897435897,0.833333333,0,53,3
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerTitleTagModification,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.JAudiotaggerTrackNumberTagModification,10,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tags.LyricsTagChecker,6,1,3,2,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.PropertiesFileTagAdapter,190,22,59,20,1,37,0.936507937,0.893939394,0,44,3
net.sourceforge.atunes.kernel.modules.tags.RatingsToStars,32,5,9,3,0,4,0.583333333,0.466666667,0,9,3
net.sourceforge.atunes.kernel.modules.tags.RefreshTagAfterModifyRunnable,50,7,16,8,1,9,0.833333333,0.714285714,0,12,6
net.sourceforge.atunes.kernel.modules.tags.ReviewImportDialog,174,18,69,26,2,51,0.929411765,0.877777778,0,20,10
net.sourceforge.atunes.kernel.modules.tags.ReviewImportTreeTableModel,180,15,57,15,1,42,0.795918367,0.742857143,0,52,7
net.sourceforge.atunes.kernel.modules.tags.TagAdapterSelector,37,6,12,6,0,6,0.733333333,0.611111111,0,12,3
net.sourceforge.atunes.kernel.modules.tags.TagAttributesReviewed,107,13,39,20,1,26,0.916666667,0.846153846,0,31,5
net.sourceforge.atunes.kernel.modules.tags.TagFactory,170,17,45,7,0,30,0.995192308,0.936651584,0,47,13
net.sourceforge.atunes.kernel.modules.tags.TagHandler,195,32,59,44,3,33,0.935483871,0.90625,0,43,10
net.sourceforge.atunes.kernel.modules.tags.TagModifier,66,13,36,12,0,24,0.722222222,0.666666667,0,12,3
net.sourceforge.atunes.kernel.modules.tags.TagReader,49,5,16,8,1,11,0.5,0.4,0,11,1
net.sourceforge.atunes.kernel.modules.tags.TitleTagChecker,6,1,3,2,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.TitleTextFieldKeyAdapter,27,2,11,4,1,9,0.333333333,0.166666667,0,4,3
net.sourceforge.atunes.kernel.modules.tags.TrackTagChecker,6,1,2,2,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.tags.YearTagAttributeReviewed,18,3,9,4,1,6,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.tags.YearTagChecker,11,2,4,3,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.tray.CommonPlayerTrayIconsHandler,44,8,18,11,1,10,0.571428571,0.5,0,8,2
net.sourceforge.atunes.kernel.modules.tray.CommonTrayIcon,33,5,17,10,1,12,0.666666667,0.533333333,0,5,3
net.sourceforge.atunes.kernel.modules.tray.CommonTrayIconFiller,80,14,23,8,1,9,0.717948718,0.666666667,0,16,3
net.sourceforge.atunes.kernel.modules.tray.ITrayIconFiller,4,2,2,0,0,0,0,0,2,2,0
net.sourceforge.atunes.kernel.modules.tray.MacPlayerTrayIconsHandler,22,5,7,2,1,2,0,0,0,5,0
net.sourceforge.atunes.kernel.modules.tray.MacTrayIcon,21,3,13,7,1,10,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.tray.MacTrayIconFiller,139,13,32,9,1,19,0.583333333,0.538461538,0,14,2
net.sourceforge.atunes.kernel.modules.tray.PlayerTrayIconsBuilder,23,6,13,5,1,7,0.2,0.166666667,0,6,2
net.sourceforge.atunes.kernel.modules.tray.SystemTrayHandler,231,24,62,14,3,38,0.924637681,0.886111111,0,54,15
net.sourceforge.atunes.kernel.modules.ui.FrameFactory,55,5,14,7,1,9,0.75,0.6,0,15,3
net.sourceforge.atunes.kernel.modules.ui.UIHandler,165,22,68,19,3,46,0.920634921,0.878787879,0,35,6
net.sourceforge.atunes.kernel.modules.updates.CheckUpdatesBackgroundWorker,71,14,25,10,1,11,0.923076923,0.857142857,0,19,8
net.sourceforge.atunes.kernel.modules.updates.UpdateHandler,94,12,37,11,3,25,0.893939394,0.819444444,0,20,6
net.sourceforge.atunes.kernel.modules.updates.VersionXmlParser,43,4,16,6,0,12,0.666666667,0.5,0,12,1
net.sourceforge.atunes.kernel.modules.webservices.AddLovedSongBackgroundWorker,32,6,11,6,1,5,0.8,0.666666667,0,7,2
net.sourceforge.atunes.kernel.modules.webservices.lastfm.CacheKey,52,5,11,6,1,6,0.583333333,0.466666667,0,23,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmAlbum,170,19,54,13,2,35,0.907407407,0.859649123,0,50,9
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmAlbumList,32,5,10,9,2,5,0.75,0.6,0,6,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmArtist,105,17,28,8,2,11,0.8984375,0.845588235,0,29,9
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmArtistTopTracks,26,3,7,8,2,4,0.833333333,0.555555556,0,5,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmEvent,117,23,42,7,1,19,0.950413223,0.909090909,0,24,11
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmLovedTrack,17,3,3,1,1,0,0.833333333,0.555555556,0,3,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmSimilarArtists,77,9,23,13,2,14,0.78125,0.694444444,0,24,4
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.LastFmTrack,65,13,18,5,2,5,0.892857143,0.824175824,0,13,9
net.sourceforge.atunes.kernel.modules.webservices.lastfm.data.SimilarArtistComparator,7,1,5,2,1,4,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmAlbumServices,119,12,47,15,0,36,0.757575758,0.694444444,0,29,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmAPIKey,34,3,6,2,0,3,1,0.666666667,0,9,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmArtistServices,237,15,82,23,0,67,0.865079365,0.807407407,0,61,9
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmCache,126,24,36,14,1,12,0.952173913,0.9125,0,32,10
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmLogin,36,7,14,5,0,7,0.583333333,0.5,0,11,2
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmService,132,37,69,21,0,33,0.880952381,0.857142857,0,37,7
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmSongServices,50,4,18,6,0,14,0.333333333,0.25,0,12,2
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmSubmissionData,85,7,27,10,0,20,0.722222222,0.619047619,0,16,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmSubmissionData.SubmissionDataComparator,9,1,5,2,1,4,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmUserServices,279,22,92,28,1,70,0.878306878,0.838383838,0,71,9
net.sourceforge.atunes.kernel.modules.webservices.lastfm.ScrobblerException,14,3,5,2,1,3,1,0.666666667,0,2,2
net.sourceforge.atunes.kernel.modules.webservices.lastfm.SubmissionData,28,7,7,2,0,0,0.666666667,0.571428571,0,7,3
net.sourceforge.atunes.kernel.modules.webservices.lastfm.SubmitNowPlayingInfoRunnable,42,5,14,4,1,9,0.75,0.6,0,8,4
net.sourceforge.atunes.kernel.modules.webservices.lastfm.SubmitToLastFmRunnable,46,6,15,5,1,9,0.8,0.666666667,0,9,5
net.sourceforge.atunes.kernel.modules.webservices.lyrics.AbstractLyricsEngine,18,7,10,4,0,3,0.5,0.428571429,5,7,1
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyrcEngine,137,11,49,13,1,38,0.96,0.872727273,0,31,5
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyrDBEngine,60,5,23,8,1,18,1.041666667,0.833333333,0,10,6
net.sourceforge.atunes.kernel.modules.webservices.lyrics.Lyrics,66,7,15,6,1,8,0.611111111,0.523809524,0,27,3
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricsCache,29,5,12,5,1,7,0,0,0,9,0
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricsDirectoryEngine,70,5,32,10,1,27,1,0.8,0,15,3
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricsEngineInfo,67,9,14,6,2,5,0.84375,0.75,0,21,4
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricsRetrieveOperation,75,8,25,7,1,17,0.771428571,0.675,0,16,5
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricsService,153,14,47,20,1,33,0.91025641,0.845238095,0,38,6
net.sourceforge.atunes.kernel.modules.webservices.lyrics.LyricWikiEngine,88,7,37,10,1,30,1,0.857142857,0,19,8
net.sourceforge.atunes.kernel.modules.webservices.lyrics.WinampcnEngine,54,6,27,11,1,21,1,0.833333333,0,17,2
net.sourceforge.atunes.kernel.modules.webservices.lyrics.WinampcnEngineLyrcCandidate,23,6,6,2,0,0,0.8,0.666666667,0,6,3
net.sourceforge.atunes.kernel.modules.webservices.lyrics.WinampcnEngineLyrcXMLParser,22,2,17,6,1,15,0,0,0,4,1
net.sourceforge.atunes.kernel.modules.webservices.RemoveLovedSongBackgroundWorker,33,6,11,6,1,5,0.8,0.666666667,0,7,2
net.sourceforge.atunes.kernel.modules.webservices.WebServicesHandler,151,34,48,20,3,15,0.909090909,0.882352941,0,38,3
net.sourceforge.atunes.kernel.modules.webservices.youtube.YoutubeResultEntry,47,10,10,2,1,0,0.888888889,0.8,0,10,5
net.sourceforge.atunes.kernel.modules.webservices.youtube.YoutubeResultXmlAnalyzer,81,7,33,12,0,26,0.833333333,0.714285714,0,17,1
net.sourceforge.atunes.kernel.modules.webservices.youtube.YoutubeService,89,6,34,9,0,28,0.914285714,0.761904762,0,16,7
net.sourceforge.atunes.kernel.OperatingSystemDetector,14,2,5,2,0,3,0,0,0,10,0
net.sourceforge.atunes.kernel.PlaybackStateListeners,34,7,12,6,0,5,0.75,0.642857143,0,11,2
net.sourceforge.atunes.kernel.PlayListEventListeners,33,6,12,6,1,6,0,0,0,11,1
net.sourceforge.atunes.kernel.StartCounter,132,22,38,7,1,17,0.911564626,0.87012987,0,30,7
net.sourceforge.atunes.kernel.StateChangeListeners,16,3,9,3,1,6,0,0,0,4,1
net.sourceforge.atunes.kernel.TaskService,85,16,26,11,1,10,0.933333333,0.875,0,20,7
net.sourceforge.atunes.kernel.TaskServiceRunnable,14,2,4,2,1,2,0,0,0,2,2
net.sourceforge.atunes.KnownException,16,4,4,1,0,0,0.666666667,0.5,0,4,2
net.sourceforge.atunes.MailErrorReporter,38,6,17,7,1,11,0.8,0.666666667,0,7,5
net.sourceforge.atunes.Main,16,2,13,5,0,11,0,0,0,2,0
net.sourceforge.atunes.model.ApplicationVersion,122,16,24,11,1,9,0.791666667,0.7421875,0,37,8
net.sourceforge.atunes.model.CDMetadata,74,21,23,4,0,2,0.95,0.904761905,0,21,9
net.sourceforge.atunes.model.ColumnBean,73,11,15,6,1,4,0.78,0.709090909,0,25,5
net.sourceforge.atunes.model.FontSettings,79,11,16,6,1,6,0.725,0.659090909,0,26,4
net.sourceforge.atunes.model.IAboutDialog,2,0,0,0,1,0,0,0,2,0,0
net.sourceforge.atunes.model.IAddPodcastFeedDialog,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IAdvancedPlayingModeHandler,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IAlbum,7,5,5,0,1,0,0,0,2,5,0
net.sourceforge.atunes.model.IAlbumInfo,15,12,12,0,1,0,0,0,1,12,0
net.sourceforge.atunes.model.IAlbumListInfo,6,4,4,0,1,0,0,0,1,4,0
net.sourceforge.atunes.model.IApplicationArguments,14,12,12,0,0,0,0,0,1,12,0
net.sourceforge.atunes.model.IApplicationLifeCycleListener,6,4,4,0,0,0,0,0,2,4,0
net.sourceforge.atunes.model.IApplicationStateGenerator,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IApplicationUpdatedListener,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IArtist,8,6,6,0,1,0,0,0,1,6,0
net.sourceforge.atunes.model.IArtistAlbumSelectorDialog,4,2,2,0,1,0,0,0,1,2,0
net.sourceforge.atunes.model.IArtistInfo,16,14,14,0,1,0,0,0,1,14,0
net.sourceforge.atunes.model.IArtistTopTracks,4,2,2,0,1,0,0,0,1,2,0
net.sourceforge.atunes.model.IAudioFilesRemovedListener,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.model.IAudioObject,25,21,21,0,0,0,0,0,0,21,0
net.sourceforge.atunes.model.IAudioObjectComparator,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectDuplicateFinder,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectExporter,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectGenericImageFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectPropertiesDialog,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectPropertiesDialogFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IAudioObjectsSource,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IAudioObjectStatistics,6,4,4,0,1,0,0,0,1,4,0
net.sourceforge.atunes.model.IAudioPropertiesReader,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IBackgroundWorker,18,8,8,0,0,0,0,0,2,8,0
net.sourceforge.atunes.model.IBackgroundWorker.IActionsWithBackgroundResult,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IBackgroundWorker.IActionsWithIntermediateResult,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IBackgroundWorkerCallback,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.model.IBackgroundWorkerFactory,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.model.IBeanFactory,6,4,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.IButtonPanel,15,11,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.model.IChangeTagsProcess,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IColorBean,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IColorBeanFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IColorMutableImageIcon,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IColumn,32,30,30,0,1,0,0,0,1,30,0
net.sourceforge.atunes.model.IColumnModel,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IColumnSelectorDialog,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IColumnSet,13,10,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.model.IColumnSetPopupAction,5,2,2,0,0,0,0,0,2,2,0
net.sourceforge.atunes.model.IColumnSetPopupMenu,5,3,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.IColumnSetTableModel,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.ICommand,5,3,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.ICommandHandler,8,6,6,0,2,0,0,0,1,6,0
net.sourceforge.atunes.model.IComponent,16,14,14,0,0,0,0,0,3,14,0
net.sourceforge.atunes.model.IConfirmationDialog,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.IContextHandler,8,6,6,0,2,0,0,0,1,6,0
net.sourceforge.atunes.model.IContextInformationSource,4,2,2,0,0,0,0,0,9,2,0
net.sourceforge.atunes.model.IContextPanel,17,15,15,0,0,0,0,0,1,15,0
net.sourceforge.atunes.model.IContextPanelContent,14,11,11,0,0,0,0,0,1,11,0
net.sourceforge.atunes.model.IContextPanelsContainer,7,5,5,0,2,0,0,0,1,5,0
net.sourceforge.atunes.model.IControlButton,2,0,0,0,0,0,0,0,4,0,0
net.sourceforge.atunes.model.IController,5,3,3,0,0,0,0,0,2,3,0
net.sourceforge.atunes.model.IControlsBuilder,30,27,25,0,0,0,0,0,1,25,0
net.sourceforge.atunes.model.IDateFormatter,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IDesktop,5,3,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.IDeviceHandler,21,15,14,0,1,0,0,0,1,14,0
net.sourceforge.atunes.model.IDeviceListener,5,3,3,0,0,0,0,0,0,3,0
net.sourceforge.atunes.model.IDialog,6,4,4,0,0,0,0,0,25,4,0
net.sourceforge.atunes.model.IDialogFactory,4,2,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IEqualizer,9,7,7,0,0,0,0,0,1,7,0
net.sourceforge.atunes.model.IEqualizerDialog,2,0,0,0,1,0,0,0,1,0,0
net.sourceforge.atunes.model.IErrorDialog,4,2,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IErrorReport,13,11,11,0,0,0,0,0,1,11,0
net.sourceforge.atunes.model.IErrorReportCreator,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IErrorReportDialog,4,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IErrorReporter,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IEvent,24,22,22,0,0,0,0,0,1,22,0
net.sourceforge.atunes.model.IFavorites,19,17,13,0,1,0,0,0,1,13,0
net.sourceforge.atunes.model.IFavoritesHandler,20,18,16,0,2,0,0,0,1,16,0
net.sourceforge.atunes.model.IFavoritesListener,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IFileManager,24,21,20,0,0,0,0,0,1,20,0
net.sourceforge.atunes.model.IFileSelectorDialog,7,5,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.IFilter,5,3,3,0,0,0,0,0,3,3,0
net.sourceforge.atunes.model.IFilterHandler,4,2,2,0,2,0,0,0,1,2,0
net.sourceforge.atunes.model.IFilterPanel,5,3,3,0,2,0,0,0,1,3,0
net.sourceforge.atunes.model.IFolder,14,12,12,0,1,0,0,0,1,12,0
net.sourceforge.atunes.model.IFolderSelectorDialog,4,2,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IFontBean,6,4,4,0,1,0,0,0,1,4,0
net.sourceforge.atunes.model.IFontBeanFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IFrame,37,35,35,0,0,0,0,0,1,35,0
net.sourceforge.atunes.model.IFrameFactory,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IFramePosition,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IFrameSize,8,6,6,0,0,0,0,0,1,6,0
net.sourceforge.atunes.model.IFrameState,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.IFullScreenHandler,4,2,2,0,2,0,0,0,1,2,0
net.sourceforge.atunes.model.IGenre,6,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.IHandler,4,0,0,0,1,0,0,0,23,0,0
net.sourceforge.atunes.model.IHotkey,10,8,8,0,1,0,0,0,1,8,0
net.sourceforge.atunes.model.IHotkeyHandler,8,6,6,0,2,0,0,0,1,6,0
net.sourceforge.atunes.model.IHotkeyListener,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IHotkeysConfig,8,5,5,0,1,0,0,0,1,5,0
net.sourceforge.atunes.model.IIconCache,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IIconFactory,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IIndeterminateProgressDialog,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IInputDialog,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.IJavaVirtualMachineStatistic,4,2,2,0,0,0,0,0,16,2,0
net.sourceforge.atunes.model.IKernel,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IListCellRendererCode,4,1,1,0,0,0,0,0,6,1,0
net.sourceforge.atunes.model.IListMessageDialog,4,2,2,0,1,0,0,0,1,2,0
net.sourceforge.atunes.model.IListOfPlayLists,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.ILocalAudioObject,15,12,12,0,1,0,0,0,1,12,0
net.sourceforge.atunes.model.ILocalAudioObjectFactory,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.ILocalAudioObjectFilter,7,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.ILocalAudioObjectImageHandler,13,7,5,0,0,0,0,0,1,5,0
net.sourceforge.atunes.model.ILocalAudioObjectLocator,4,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.ILocalAudioObjectReader,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.ILocalAudioObjectTransferProcess,6,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.ILocalAudioObjectValidator,8,5,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.ILocaleBean,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.ILocaleBeanFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.ILogicalSearchOperator,4,2,2,0,0,0,0,0,3,2,0
net.sourceforge.atunes.model.ILookAndFeel,55,47,47,0,0,0,0,0,1,47,0
net.sourceforge.atunes.model.ILookAndFeelChangeListener,3,1,1,0,0,0,0,0,13,1,0
net.sourceforge.atunes.model.ILookAndFeelManager,15,10,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.model.ILovedTrack,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.ILyrics,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.ILyricsEngineInfo,7,5,5,0,1,0,0,0,1,5,0
